state_district,bioguide_id,full_name,formal_name,title,first_name,middle_name,last_name,suffix,sortable_name,prior_congress,official_name,party,caucus,state_code,state,district,town,office_building,office_room,office_zip,office_zip_suffix,phone,last_elected_date,sworn_date
FL26,M001207,"Mucarsel-Powell, Debbie",Ms. Mucarsel-Powell,Ms.,Debbie,,Mucarsel-Powell,,"MUCARSELPOWELL,DEBBIE",0,Debbie Mucarsel-Powell,D,D,FL,Florida,26th,Miami,CHOB,114,20515,0926,(202) 225-2778,20181106,20190103
FL27,S001206,"Shalala, Donna",Ms. Shalala,Ms.,Donna,E.,Shalala,,"SHALALA,DONNA",0,Donna E. Shalala,D,D,FL,Florida,27th,Coral Gables,LHOB,1320,20515,0927,(202) 225-3931,20181106,20190103
GA01,C001103,"Carter, Earl",Mr. Carter of Georgia,Mr.,Earl,"L. ""Buddy""",Carter,,"CARTER,EARL",115,"Earl L. ""Buddy"" Carter",R,R,GA,Georgia,1st,Pooler,RHOB,2432,20515,1001,(202) 225-5831,20181106,20190103
GA02,B000490,"Bishop, Sanford",Mr. Bishop of Georgia,Mr.,Sanford,D.,Bishop,Jr.,"BISHOP,SANFORD",115,"Sanford D. Bishop, Jr.",D,D,GA,Georgia,2nd,Albany,RHOB,2407,20515,1002,(202) 225-3631,20181106,20190103
GA03,F000465,"Ferguson, A.",Mr. Ferguson,Mr.,A.,Drew,Ferguson,IV,"FERGUSON,A.",115,A. Drew Ferguson IV,R,R,GA,Georgia,3rd,West Point,LHOB,1032,20515,1003,(202) 225-5901,20181106,20190103
GA04,J000288,"Johnson, Henry",Mr. Johnson of Georgia,Mr.,Henry,"C. ""Hank""",Johnson,Jr.,"JOHNSON,HENRY",115,"Henry C. ""Hank"" Johnson, Jr.",D,D,GA,Georgia,4th,Lithonia,RHOB,2240,20515,1004,(202) 225-1605,20181106,20190103
GA05,L000287,"Lewis, John",Mr. Lewis,Mr.,John,,Lewis,,"LEWIS,JOHN",115,John Lewis,D,D,GA,Georgia,5th,Atlanta,CHOB,300,20515,1005,(202) 225-3801,20181106,20190103
GA06,M001208,"McBath, Lucy",Mrs. McBath,Mrs.,Lucy,,McBath,,"MCBATH,LUCY",0,Lucy McBath,D,D,GA,Georgia,6th,Marietta,LHOB,1513,20515,1006,(202) 225-4501,20181106,20190103
GA07,W000810,"Woodall, Rob",Mr. Woodall,Mr.,Rob,,Woodall,,"WOODALL,ROB",115,Rob Woodall,R,R,GA,Georgia,7th,Lawrenceville,LHOB,1724,20515,1007,(202) 225-4272,20181106,20190103
GA08,S001189,"Scott, Austin",Mr. Austin Scott of Georgia,Mr.,Austin,,Scott,,"SCOTT,AUSTIN",115,Austin Scott,R,R,GA,Georgia,8th,Tifton,RHOB,2417,20515,1008,(202) 225-6531,20181106,20190103
GA09,C001093,"Collins, Doug",Mr. Collins of Georgia,Mr.,Doug,,Collins,,"COLLINS,DOUG",115,Doug Collins,R,R,GA,Georgia,9th,Gainesville,LHOB,1504,20515,1009,(202) 225-9893,20181106,20190103
GA10,H001071,"Hice, Jody",Mr. Hice of Georgia,Mr.,Jody,B.,Hice,,"HICE,JODY",115,Jody B. Hice,R,R,GA,Georgia,10th,Greensboro,CHOB,409,20515,1010,(202) 225-4101,20181106,20190103
GA11,L000583,"Loudermilk, Barry",Mr. Loudermilk,Mr.,Barry,,Loudermilk,,"LOUDERMILK,BARRY",115,Barry Loudermilk,R,R,GA,Georgia,11th,Cassville,CHOB,422,20515,1011,(202) 225-2931,20181106,20190103
GA12,A000372,"Allen, Rick",Mr. Allen,Mr.,Rick,W.,Allen,,"ALLEN,RICK",115,Rick W. Allen,R,R,GA,Georgia,12th,Augusta,RHOB,2400,20515,1012,(202) 225-2823,20181106,20190103
GA13,S001157,"Scott, David",Mr. David Scott of Georgia,Mr.,David,,Scott,,"SCOTT,DAVID",115,David Scott,D,D,GA,Georgia,13th,Atlanta,CHOB,225,20515,1013,(202) 225-2939,20181106,20190103
GA14,G000560,"Graves, Tom",Mr. Graves of Georgia,Mr.,Tom,,Graves,,"GRAVES,TOM",115,Tom Graves,R,R,GA,Georgia,14th,Ranger,RHOB,2078,20515,1014,(202) 225-5211,20181106,20190103
GU00,S001204,"San Nicolas, Michael",Mr. San Nicolas,Mr.,Michael,F. Q.,San Nicolas,,"SANNICOLAS,MICHAEL",0,Michael F. Q. San Nicolas,D,D,GU,Guam,Delegate,Dededo,LHOB,1632,20515,5301,(202) 225-1188,20181106,20190103
HI01,C001055,"Case, Ed",Mr. Case,Mr.,Ed,,Case,,"CASE,ED",109,Ed Case,D,D,HI,Hawaii,1st,Kaneohe,RHOB,2443,20515,1101,(202) 225-2726,20181106,20190103
HI02,G000571,"Gabbard, Tulsi",Ms. Gabbard,Ms.,Tulsi,,Gabbard,,"GABBARD,TULSI",115,Tulsi Gabbard,D,D,HI,Hawaii,2nd,Kailua,LHOB,1433,20515,1102,(202) 225-4906,20181106,20190103
IA01,F000467,"Finkenauer, Abby",Ms. Finkenauer,Ms.,Abby,,Finkenauer,,"FINKENAUER,ABBY",0,Abby Finkenauer,D,D,IA,Iowa,1st,Dubuque,CHOB,124,20515,1501,(202) 225-2911,20181106,20190103
IA02,L000565,"Loebsack, David",Mr. Loebsack,Mr.,David,,Loebsack,,"LOEBSACK,DAVID",115,David Loebsack,D,D,IA,Iowa,2nd,Iowa City,LHOB,1211,20515,1502,(202) 225-6576,20181106,20190103
IA03,A000378,"Axne, Cynthia",Mrs. Axne,Mrs.,Cynthia,,Axne,,"AXNE,CYNTHIA",0,Cynthia Axne,D,D,IA,Iowa,3rd,West Des Moines,CHOB,330,20515,1503,(202) 225-5476,20181106,20190103
IA04,K000362,"King, Steve",Mr. King of Iowa,Mr.,Steve,,King,,"KING,STEVE",115,Steve King,R,R,IA,Iowa,4th,Kiron,RHOB,2210,20515,1504,(202) 225-4426,20181106,20190103
ID01,F000469,"Fulcher, Russ",Mr. Fulcher,Mr.,Russ,,Fulcher,,"FULCHER,RUSS",0,Russ Fulcher,R,R,ID,Idaho,1st,Meridian,LHOB,1520,20515,1201,(202) 225-6611,20181106,20190103
ID02,S001148,"Simpson, Michael",Mr. Simpson,Mr.,Michael,K.,Simpson,,"SIMPSON,MICHAEL",115,Michael K. Simpson,R,R,ID,Idaho,2nd,Idaho Falls,RHOB,2084,20515,1202,(202) 225-5531,20181106,20190103
IL01,R000515,"Rush, Bobby",Mr. Rush,Mr.,Bobby,L.,Rush,,"RUSH,BOBBY",115,Bobby L. Rush,D,D,IL,Illinois,1st,Chicago,RHOB,2188,20515,1301,(202) 225-4372,20181106,20190103
IL02,K000385,"Kelly, Robin",Ms. Kelly of Illinois,Ms.,Robin,L.,Kelly,,"KELLY,ROBIN",115,Robin L. Kelly,D,D,IL,Illinois,2nd,Matteson,RHOB,2416,20515,1302,(202) 225-0773,20181106,20190103
IL03,L000563,"Lipinski, Daniel",Mr. Lipinski,Mr.,Daniel,,Lipinski,,"LIPINSKI,DANIEL",115,Daniel Lipinski,D,D,IL,Illinois,3rd,Western Springs,RHOB,2346,20515,1303,(202) 225-5701,20181106,20190103
IL04,G000586,"García, Jesús",Mr. García of Illinois,Mr.,Jesús,"G. ""Chuy""",García,,"GARCIA,JESUS",0,"Jesús G. ""Chuy"" García",D,D,IL,Illinois,4th,Chicago,CHOB,530,20515,1304,(202) 225-8203,20181106,20190103
IL05,Q000023,"Quigley, Mike",Mr. Quigley,Mr.,Mike,,Quigley,,"QUIGLEY,MIKE",115,Mike Quigley,D,D,IL,Illinois,5th,Chicago,RHOB,2458,20515,1305,(202) 225-4061,20181106,20190103
IL06,C001117,"Casten, Sean",Mr. Casten of Illinois,Mr.,Sean,,Casten,,"CASTEN,SEAN",0,Sean Casten,D,D,IL,Illinois,6th,Downers Grove,CHOB,429,20515,1306,(202) 225-4561,20181106,20190103
IL07,D000096,"Davis, Danny",Mr. Danny K. Davis of Illinois,Mr.,Danny,K.,Davis,,"DAVIS,DANNY",115,Danny K. Davis,D,D,IL,Illinois,7th,Chicago,RHOB,2159,20515,1307,(202) 225-5006,20181106,20190103
IL08,K000391,"Krishnamoorthi, Raja",Mr. Krishnamoorthi,Mr.,Raja,,Krishnamoorthi,,"KRISHNAMOORTHI,RAJA",115,Raja Krishnamoorthi,D,D,IL,Illinois,8th,Schaumburg,CHOB,115,20515,1308,(202) 225-3711,20181106,20190103
IL09,S001145,"Schakowsky, Janice",Ms. Schakowsky,Ms.,Janice,D.,Schakowsky,,"SCHAKOWSKY,JANICE",115,Janice D. Schakowsky,D,D,IL,Illinois,9th,Evanston,RHOB,2367,20515,1309,(202) 225-2111,20181106,20190103
IL10,S001190,"Schneider, Bradley",Mr. Schneider,Mr.,Bradley,Scott,Schneider,,"SCHNEIDER,BRADLEY",115,Bradley Scott Schneider,D,D,IL,Illinois,10th,Deerfield,LHOB,1432,20515,1310,(202) 225-4835,20181106,20190103
IL11,F000454,"Foster, Bill",Mr. Foster,Mr.,Bill,,Foster,,"FOSTER,BILL",115,Bill Foster,D,D,IL,Illinois,11th,Naperville,RHOB,2366,20515,1311,(202) 225-3515,20181106,20190103
IL12,B001295,"Bost, Mike",Mr. Bost,Mr.,Mike,,Bost,,"BOST,MIKE",115,Mike Bost,R,R,IL,Illinois,12th,Murphysboro,LHOB,1440,20515,1312,(202) 225-5661,20181106,20190103
IL13,D000619,"Davis, Rodney",Mr. Rodney Davis of Illinois,Mr.,Rodney,,Davis,,"DAVIS,RODNEY",115,Rodney Davis,R,R,IL,Illinois,13th,Taylorville,LHOB,1740,20515,1313,(202) 225-2371,20181106,20190103
IL14,U000040,"Underwood, Lauren",Ms. Underwood,Ms.,Lauren,,Underwood,,"UNDERWOOD,LAUREN",0,Lauren Underwood,D,D,IL,Illinois,14th,Naperville,LHOB,1118,20515,1314,(202) 225-2976,20181106,20190103
IL15,S000364,"Shimkus, John",Mr. Shimkus,Mr.,John,,Shimkus,,"SHIMKUS,JOHN",115,John Shimkus,R,R,IL,Illinois,15th,Collinsville,RHOB,2217,20515,1315,(202) 225-5271,20181106,20190103
IL16,K000378,"Kinzinger, Adam",Mr. Kinzinger,Mr.,Adam,,Kinzinger,,"KINZINGER,ADAM",115,Adam Kinzinger,R,R,IL,Illinois,16th,Channahon,RHOB,2245,20515,1316,(202) 225-3635,20181106,20190103
IL17,B001286,"Bustos, Cheri",Mrs. Bustos,Mrs.,Cheri,,Bustos,,"BUSTOS,CHERI",115,Cheri Bustos,D,D,IL,Illinois,17th,Moline,LHOB,1233,20515,1317,(202) 225-5905,20181106,20190103
IL18,L000585,"LaHood, Darin",Mr. LaHood,Mr.,Darin,,LaHood,,"LAHOOD,DARIN",115,Darin LaHood,R,R,IL,Illinois,18th,Peoria,LHOB,1424,20515,1318,(202) 225-6201,20181106,20190103
IN01,V000108,"Visclosky, Peter",Mr. Visclosky,Mr.,Peter,J.,Visclosky,,"VISCLOSKY,PETER",115,Peter J. Visclosky,D,D,IN,Indiana,1st,Merrillville,RHOB,2328,20515,1401,(202) 225-2461,20181106,20190103
IN02,W000813,"Walorski, Jackie",Mrs. Walorski,Mrs.,Jackie,,Walorski,,"WALORSKI,JACKIE",115,Jackie Walorski,R,R,IN,Indiana,2nd,Elkhart,CHOB,419,20515,1402,(202) 225-3915,20181106,20190103
IN03,B001299,"Banks, Jim",Mr. Banks,Mr.,Jim,,Banks,,"BANKS,JIM",115,Jim Banks,R,R,IN,Indiana,3rd,Columbia City,LHOB,1713,20515,1403,(202) 225-4436,20181106,20190103
IN04,B001307,"Baird, James",Mr. Baird,Mr.,James,R.,Baird,,"BAIRD,JAMES",0,James R. Baird,R,R,IN,Indiana,4th,Greencastle,CHOB,532,20515,1404,(202) 225-5037,20181106,20190103
IN05,B001284,"Brooks, Susan",Mrs. Brooks of Indiana,Mrs.,Susan,W.,Brooks,,"BROOKS,SUSAN",115,Susan W. Brooks,R,R,IN,Indiana,5th,Carmel,RHOB,2211,20515,1405,(202) 225-2276,20181106,20190103
IN06,P000615,"Pence, Greg",Mr. Pence,Mr.,Greg,,Pence,,"PENCE,GREG",0,Greg Pence,R,R,IN,Indiana,6th,Columbus,CHOB,222,20515,1406,(202) 225-3021,20181106,20190103
IN07,C001072,"Carson, André",Mr. Carson of Indiana,Mr.,André,,Carson,,"CARSON,ANDRE",115,André Carson,D,D,IN,Indiana,7th,Indianapolis,RHOB,2135,20515,1407,(202) 225-4011,20181106,20190103
IN08,B001275,"Bucshon, Larry",Mr. Bucshon,Mr.,Larry,,Bucshon,,"BUCSHON,LARRY",115,Larry Bucshon,R,R,IN,Indiana,8th,Evansville,RHOB,2313,20515,1408,(202) 225-4636,20181106,20190103
IN09,H001074,"Hollingsworth, Trey",Mr. Hollingsworth,Mr.,Trey,,Hollingsworth,,"HOLLINGSWORTH,TREY",115,Trey Hollingsworth,R,R,IN,Indiana,9th,Jeffersonville,LHOB,1641,20515,1409,(202) 225-5315,20181106,20190103
KS01,M001198,"Marshall, Roger",Mr. Marshall,Mr.,Roger,W.,Marshall,,"MARSHALL,ROGER",115,Roger W. Marshall,R,R,KS,Kansas,1st,Great Bend,CHOB,312,20515,1601,(202) 225-2715,20181106,20190103
KS02,W000824,"Watkins, Steve",Mr. Watkins,Mr.,Steve,,Watkins,,"WATKINS,STEVE",0,Steve Watkins,R,R,KS,Kansas,2nd,Topeka,LHOB,1205,20515,1602,(202) 225-6601,20181106,20190103
KS03,D000629,"Davids, Sharice",Ms. Davids of Kansas,Ms.,Sharice,,Davids,,"DAVIDS,SHARICE",0,Sharice Davids,D,D,KS,Kansas,3rd,Roeland Park,LHOB,1541,20515,1603,(202) 225-2865,20181106,20190103
KS04,E000298,"Estes, Ron",Mr. Estes,Mr.,Ron,,Estes,,"ESTES,RON",115,Ron Estes,R,R,KS,Kansas,4th,Wichita,LHOB,1524,20515,1604,(202) 225-6216,20181106,20190103
KY01,C001108,"Comer, James",Mr. Comer,Mr.,James,,Comer,,"COMER,JAMES",115,James Comer,R,R,KY,Kentucky,1st,Tompkinsville,LHOB,1037,20515,1701,(202) 225-3115,20181106,20190103
KY02,G000558,"Guthrie, Brett",Mr. Guthrie,Mr.,Brett,,Guthrie,,"GUTHRIE,BRETT",115,Brett Guthrie,R,R,KY,Kentucky,2nd,Bowling Green,RHOB,2434,20515,1702,(202) 225-3501,20181106,20190103
KY03,Y000062,"Yarmuth, John",Mr. Yarmuth,Mr.,John,A.,Yarmuth,,"YARMUTH,JOHN",115,John A. Yarmuth,D,D,KY,Kentucky,3rd,Louisville,CHOB,402,20515,1703,(202) 225-5401,20181106,20190103
KY04,M001184,"Massie, Thomas",Mr. Massie,Mr.,Thomas,,Massie,,"MASSIE,THOMAS",115,Thomas Massie,R,R,KY,Kentucky,4th,Garrison,RHOB,2453,20515,1704,(202) 225-3465,20181106,20190103
KY05,R000395,"Rogers, Harold",Mr. Rogers of Kentucky,Mr.,Harold,,Rogers,,"ROGERS,HAROLD",115,Harold Rogers,R,R,KY,Kentucky,5th,Somerset,RHOB,2406,20515,1705,(202) 225-4601,20181106,20190103
KY06,B001282,"Barr, Andy",Mr. Barr,Mr.,Andy,,Barr,,"BARR,ANDY",115,Andy Barr,R,R,KY,Kentucky,6th,Lexington,RHOB,2430,20515,1706,(202) 225-4706,20181106,20190103
LA01,S001176,"Scalise, Steve",Mr. Scalise,Mr.,Steve,,Scalise,,"SCALISE,STEVE",115,Steve Scalise,R,R,LA,Louisiana,1st,Jefferson,RHOB,2049,20515,1801,(202) 225-3015,20181106,20190103
LA02,R000588,"Richmond, Cedric",Mr. Richmond,Mr.,Cedric,L.,Richmond,,"RICHMOND,CEDRIC",115,Cedric L. Richmond,D,D,LA,Louisiana,2nd,New Orleans,CHOB,506,20515,1802,(202) 225-6636,20181106,20190103
LA03,H001077,"Higgins, Clay",Mr. Higgins of Louisiana,Mr.,Clay,,Higgins,,"HIGGINS,CLAY",115,Clay Higgins,R,R,LA,Louisiana,3rd,Lafayette,CHOB,424,20515,1803,(202) 225-2031,20181106,20190103
LA04,J000299,"Johnson, Mike",Mr. Johnson of Louisiana,Mr.,Mike,,Johnson,,"JOHNSON,MIKE",115,Mike Johnson,R,R,LA,Louisiana,4th,Benton,CHOB,418,20515,1804,(202) 225-2777,20181106,20190103
LA05,A000374,"Abraham, Ralph",Mr. Abraham,Mr.,Ralph,Lee,Abraham,,"ABRAHAM,RALPH",115,Ralph Lee Abraham,R,R,LA,Louisiana,5th,Alto,CHOB,417,20515,1805,(202) 225-8490,20181106,20190103
LA06,G000577,"Graves, Garret",Mr. Graves of Louisiana,Mr.,Garret,,Graves,,"GRAVES,GARRET",115,Garret Graves,R,R,LA,Louisiana,6th,Baton Rouge,RHOB,2402,20515,1806,(202) 225-3901,20181106,20190103
MA01,N000015,"Neal, Richard",Mr. Neal,Mr.,Richard,E.,Neal,,"NEAL,RICHARD",115,Richard E. Neal,D,D,MA,Massachusetts,1st,Springfield,RHOB,2309,20515,2101,(202) 225-5601,20181106,20190103
MA02,M000312,"McGovern, James",Mr. McGovern,Mr.,James,P.,McGovern,,"MCGOVERN,JAMES",115,James P. McGovern,D,D,MA,Massachusetts,2nd,Worcester,CHOB,408,20515,2102,(202) 225-6101,20181106,20190103
MA03,T000482,"Trahan, Lori",Mrs. Trahan,Mrs.,Lori,,Trahan,,"TRAHAN,LORI",0,Lori Trahan,D,D,MA,Massachusetts,3rd,Westford,LHOB,1616,20515,2103,(202) 225-3411,20181106,20190103
MA04,K000379,"Kennedy, Joseph",Mr. Kennedy,Mr.,Joseph,P.,Kennedy,III,"KENNEDY,JOSEPH",115,Joseph P. Kennedy III,D,D,MA,Massachusetts,4th,Newton,CHOB,304,20515,2104,(202) 225-5931,20181106,20190103
MA05,C001101,"Clark, Katherine",Ms. Clark of Massachusetts,Ms.,Katherine,M.,Clark,,"CLARK,KATHERINE",115,Katherine M. Clark,D,D,MA,Massachusetts,5th,Melrose,RHOB,2448,20515,2105,(202) 225-2836,20181106,20190103
MA06,M001196,"Moulton, Seth",Mr. Moulton,Mr.,Seth,,Moulton,,"MOULTON,SETH",115,Seth Moulton,D,D,MA,Massachusetts,6th,Salem,LHOB,1127,20515,2106,(202) 225-8020,20181106,20190103
MA07,P000617,"Pressley, Ayanna",Ms. Pressley,Ms.,Ayanna,,Pressley,,"PRESSLEY,AYANNA",0,Ayanna Pressley,D,D,MA,Massachusetts,7th,Boston,LHOB,1108,20515,2107,(202) 225-5111,20181106,20190103
MA08,L000562,"Lynch, Stephen",Mr. Lynch,Mr.,Stephen,F.,Lynch,,"LYNCH,STEPHEN",115,Stephen F. Lynch,D,D,MA,Massachusetts,8th,South Boston,RHOB,2109,20515,2108,(202) 225-8273,20181106,20190103
MA09,K000375,"Keating, William",Mr. Keating,Mr.,William,R.,Keating,,"KEATING,WILLIAM",115,William R. Keating,D,D,MA,Massachusetts,9th,Bourne,RHOB,2351,20515,2109,(202) 225-3111,20181106,20190103
MD01,H001052,"Harris, Andy",Mr. Harris,Mr.,Andy,,Harris,,"HARRIS,ANDY",115,Andy Harris,R,R,MD,Maryland,1st,Cockeysville,RHOB,2334,20515,2001,(202) 225-5311,20181106,20190103
MD02,R000576,"Ruppersberger, C.",Mr. Ruppersberger,Mr.,C.,A. Dutch,Ruppersberger,,"RUPPERSBERGER,C.",115,C. A. Dutch Ruppersberger,D,D,MD,Maryland,2nd,Cockeysville,RHOB,2206,20515,2002,(202) 225-3061,20181106,20190103
MD03,S001168,"Sarbanes, John",Mr. Sarbanes,Mr.,John,P.,Sarbanes,,"SARBANES,JOHN",115,John P. Sarbanes,D,D,MD,Maryland,3rd,Baltimore,RHOB,2370,20515,2003,(202) 225-4016,20181106,20190103
MD04,B001304,"Brown, Anthony",Mr. Brown of Maryland,Mr.,Anthony,G.,Brown,,"BROWN,ANTHONY",115,Anthony G. Brown,D,D,MD,Maryland,4th,Bowie,LHOB,1323,20515,2004,(202) 225-8699,20181106,20190103
MD05,H000874,"Hoyer, Steny",Mr. Hoyer,Mr.,Steny,H.,Hoyer,,"HOYER,STENY",115,Steny H. Hoyer,D,D,MD,Maryland,5th,Mechanicsville,LHOB,1705,20515,2005,(202) 225-4131,20181106,20190103
MD06,T000483,"Trone, David",Mr. Trone,Mr.,David,J.,Trone,,"TRONE,DAVID",0,David J. Trone,D,D,MD,Maryland,6th,Potomac,LHOB,1213,20515,2006,(202) 225-2721,20181106,20190103
MD07,C000984,"Cummings, Elijah",Mr. Cummings,Mr.,Elijah,E.,Cummings,,"CUMMINGS,ELIJAH",115,Elijah E. Cummings,D,D,MD,Maryland,7th,Baltimore,RHOB,2163,20515,2007,(202) 225-4741,20181106,20190103
MD08,R000606,"Raskin, Jamie",Mr. Raskin,Mr.,Jamie,,Raskin,,"RASKIN,JAMIE",115,Jamie Raskin,D,D,MD,Maryland,8th,Takoma Park,CHOB,412,20515,2008,(202) 225-5341,20181106,20190103
ME01,P000597,"Pingree, Chellie",Ms. Pingree,Ms.,Chellie,,Pingree,,"PINGREE,CHELLIE",115,Chellie Pingree,D,D,ME,Maine,1st,North Haven,RHOB,2162,20515,1901,(202) 225-6116,20181106,20190103
ME02,G000592,"Golden, Jared",Mr. Golden,Mr.,Jared,F.,Golden,,"GOLDEN,JARED",0,Jared F. Golden,D,D,ME,Maine,2nd,Lewiston,LHOB,1223,20515,1902,(202) 225-6306,20181106,20190103
MI01,B001301,"Bergman, Jack",Mr. Bergman,Mr.,Jack,,Bergman,,"BERGMAN,JACK",115,Jack Bergman,R,R,MI,Michigan,1st,Watersmeet,CHOB,414,20515,2201,(202) 225-4735,20181106,20190103
MI02,H001058,"Huizenga, Bill",Mr. Huizenga,Mr.,Bill,,Huizenga,,"HUIZENGA,BILL",115,Bill Huizenga,R,R,MI,Michigan,2nd,Holland,RHOB,2232,20515,2202,(202) 225-4401,20181106,20190103
MI03,A000367,"Amash, Justin",Mr. Amash,Mr.,Justin,,Amash,,"AMASH,JUSTIN",115,Justin Amash,I,R,MI,Michigan,3rd,Cascade Township,CHOB,106,20515,2203,(202) 225-3831,20181106,20190103
MI04,M001194,"Moolenaar, John",Mr. Moolenaar,Mr.,John,R.,Moolenaar,,"MOOLENAAR,JOHN",115,John R. Moolenaar,R,R,MI,Michigan,4th,Midland,CHOB,117,20515,2204,(202) 225-3561,20181106,20190103
MI05,K000380,"Kildee, Daniel",Mr. Kildee,Mr.,Daniel,T.,Kildee,,"KILDEE,DANIEL",115,Daniel T. Kildee,D,D,MI,Michigan,5th,Flushing,CHOB,203,20515,2205,(202) 225-3611,20181106,20190103
MI06,U000031,"Upton, Fred",Mr. Upton,Mr.,Fred,,Upton,,"UPTON,FRED",115,Fred Upton,R,R,MI,Michigan,6th,St. Joseph,RHOB,2183,20515,2206,(202) 225-3761,20181106,20190103
MI07,W000798,"Walberg, Tim",Mr. Walberg,Mr.,Tim,,Walberg,,"WALBERG,TIM",115,Tim Walberg,R,R,MI,Michigan,7th,Tipton,RHOB,2266,20515,2207,(202) 225-6276,20181106,20190103
MI08,S001208,"Slotkin, Elissa",Ms. Slotkin,Ms.,Elissa,,Slotkin,,"SLOTKIN,ELISSA",0,Elissa Slotkin,D,D,MI,Michigan,8th,Holly,LHOB,1531,20515,2208,(202) 225-4872,20181106,20190103
MI09,L000592,"Levin, Andy",Mr. Levin of Michigan,Mr.,Andy,,Levin,,"LEVIN,ANDY",0,Andy Levin,D,D,MI,Michigan,9th,Bloomfield Township,CHOB,228,20515,2209,(202) 225-4961,20181106,20190103
MI10,M001201,"Mitchell, Paul",Mr. Mitchell,Mr.,Paul,,Mitchell,,"MITCHELL,PAUL",115,Paul Mitchell,R,R,MI,Michigan,10th,Dryden,CHOB,211,20515,2210,(202) 225-2106,20181106,20190103
MI11,S001215,"Stevens, Haley",Ms. Stevens,Ms.,Haley,M.,Stevens,,"STEVENS,HALEY",0,Haley M. Stevens,D,D,MI,Michigan,11th,Rochester Hills,CHOB,227,20515,2211,(202) 225-8171,20181106,20190103
MI12,D000624,"Dingell, Debbie",Mrs. Dingell,Mrs.,Debbie,,Dingell,,"DINGELL,DEBBIE",115,Debbie Dingell,D,D,MI,Michigan,12th,Dearborn,CHOB,116,20515,2212,(202) 225-4071,20181106,20190103
MI13,T000481,"Tlaib, Rashida",Ms. Tlaib,Ms.,Rashida,,Tlaib,,"TLAIB,RASHIDA",0,Rashida Tlaib,D,D,MI,Michigan,13th,Detroit,LHOB,1628,20515,2213,(202) 225-5126,20181106,20190103
MI14,L000581,"Lawrence, Brenda",Mrs. Lawrence,Mrs.,Brenda,L.,Lawrence,,"LAWRENCE,BRENDA",115,Brenda L. Lawrence,D,D,MI,Michigan,14th,Southfield,RHOB,2463,20515,2214,(202) 225-5802,20181106,20190103
MN01,H001088,"Hagedorn, Jim",Mr. Hagedorn,Mr.,Jim,,Hagedorn,,"HAGEDORN,JIM",0,Jim Hagedorn,R,R,MN,Minnesota,1st,Blue Earth,CHOB,325,20515,2301,(202) 225-2472,20181106,20190103
MN02,C001119,"Craig, Angie",Mrs. Craig,Mrs.,Angie,,Craig,,"CRAIG,ANGIE",0,Angie Craig,D,D,MN,Minnesota,2nd,Eagan,LHOB,1523,20515,2302,(202) 225-2271,20181106,20190103
MN03,P000616,"Phillips, Dean",Mr. Phillips,Mr.,Dean,,Phillips,,"PHILLIPS,DEAN",0,Dean Phillips,D,D,MN,Minnesota,3rd,Deephaven,LHOB,1305,20515,2303,(202) 225-2871,20181106,20190103
MN04,M001143,"McCollum, Betty",Ms. McCollum,Ms.,Betty,,McCollum,,"MCCOLLUM,BETTY",115,Betty McCollum,D,D,MN,Minnesota,4th,St. Paul,RHOB,2256,20515,2304,(202) 225-6631,20181106,20190103
MN05,O000173,"Omar, Ilhan",Ms. Omar,Ms.,Ilhan,,Omar,,"OMAR,ILHAN",0,Ilhan Omar,D,D,MN,Minnesota,5th,Minneapolis,LHOB,1517,20515,2305,(202) 225-4755,20181106,20190103
MN06,E000294,"Emmer, Tom",Mr. Emmer,Mr.,Tom,,Emmer,,"EMMER,TOM",115,Tom Emmer,R,R,MN,Minnesota,6th,Delano,CHOB,315,20515,2306,(202) 225-2331,20181106,20190103
MN07,P000258,"Peterson, Collin",Mr. Peterson,Mr.,Collin,C.,Peterson,,"PETERSON,COLLIN",115,Collin C. Peterson,D,D,MN,Minnesota,7th,Detroit Lakes,RHOB,2204,20515,2307,(202) 225-2165,20181106,20190103
MN08,S001212,"Stauber, Pete",Mr. Stauber,Mr.,Pete,,Stauber,,"STAUBER,PETE",0,Pete Stauber,R,R,MN,Minnesota,8th,Hermantown,CHOB,126,20515,2308,(202) 225-6211,20181106,20190103
MO01,C001049,"Clay, Wm.",Mr. Clay,Mr.,Wm.,Lacy,Clay,,"CLAY,WM.",115,Wm. Lacy Clay,D,D,MO,Missouri,1st,St. Louis,RHOB,2428,20515,2501,(202) 225-2406,20181106,20190103
MO02,W000812,"Wagner, Ann",Mrs. Wagner,Mrs.,Ann,,Wagner,,"WAGNER,ANN",115,Ann Wagner,R,R,MO,Missouri,2nd,Ballwin,RHOB,2350,20515,2502,(202) 225-1621,20181106,20190103
MO03,L000569,"Luetkemeyer, Blaine",Mr. Luetkemeyer,Mr.,Blaine,,Luetkemeyer,,"LUETKEMEYER,BLAINE",115,Blaine Luetkemeyer,R,R,MO,Missouri,3rd,St. Elizabeth,RHOB,2230,20515,2503,(202) 225-2956,20181106,20190103
MO04,H001053,"Hartzler, Vicky",Mrs. Hartzler,Mrs.,Vicky,,Hartzler,,"HARTZLER,VICKY",115,Vicky Hartzler,R,R,MO,Missouri,4th,Harrisonville,RHOB,2235,20515,2504,(202) 225-2876,20181106,20190103
